     Index       y_measurement           y_fitting        descriptor_1
       195    0.5510000000E+03    0.5069768534E+03    0.6642000000E+04
       196    0.5390000000E+03    0.4941259636E+03    0.6318000000E+04
       197    0.5640000000E+03    0.5198277431E+03    0.6966000000E+04
       198    0.5500000000E+03    0.5005514085E+03    0.6480000000E+04
       199    0.5900000000E+03    0.5069768534E+03    0.6642000000E+04
       200    0.5270000000E+03    0.5069768534E+03    0.6642000000E+04
       201    0.5570000000E+03    0.4941259636E+03    0.6318000000E+04
       202    0.5510000000E+03    0.4812750738E+03    0.5994000000E+04
       203    0.5830000000E+03    0.5134022982E+03    0.6804000000E+04
       204    0.5700000000E+03    0.5134022982E+03    0.6804000000E+04
       205    0.5430000000E+03    0.5005514085E+03    0.6480000000E+04
       206    0.5430000000E+03    0.5005514085E+03    0.6480000000E+04
       207    0.5630000000E+03    0.5005514085E+03    0.6480000000E+04
       208    0.5770000000E+03    0.5005514085E+03    0.6480000000E+04
       209    0.5780000000E+03    0.5262531880E+03    0.7128000000E+04
       210    0.4900000000E+03    0.4581910681E+03    0.5412000000E+04
       211    0.4960000000E+03    0.4477199727E+03    0.5148000000E+04
       212    0.5110000000E+03    0.4686621635E+03    0.5676000000E+04
       213    0.4940000000E+03    0.4529555204E+03    0.5280000000E+04
       214    0.5170000000E+03    0.4581910681E+03    0.5412000000E+04
       215    0.4800000000E+03    0.4581910681E+03    0.5412000000E+04
       216    0.5020000000E+03    0.4477199727E+03    0.5148000000E+04
       217    0.5040000000E+03    0.4372488774E+03    0.4884000000E+04
       218    0.5050000000E+03    0.4634266158E+03    0.5544000000E+04
       219    0.5020000000E+03    0.4634266158E+03    0.5544000000E+04
       220    0.4960000000E+03    0.4529555204E+03    0.5280000000E+04
       221    0.5010000000E+03    0.4529555204E+03    0.5280000000E+04
       222    0.5170000000E+03    0.4529555204E+03    0.5280000000E+04
       223    0.5230000000E+03    0.4529555204E+03    0.5280000000E+04
       224    0.5160000000E+03    0.4738977112E+03    0.5808000000E+04
       225    0.4860000000E+03    0.5405319544E+03    0.7488000000E+04
       226    0.4270000000E+03    0.5329166123E+03    0.7296000000E+04
       227    0.5100000000E+03    0.5481472965E+03    0.7680000000E+04
       228    0.4510000000E+03    0.5481472965E+03    0.7680000000E+04
       229    0.4250000000E+03    0.5557626386E+03    0.7872000000E+04
       230    0.4320000000E+03    0.5329166123E+03    0.7296000000E+04
       231    0.4820000000E+03    0.5481472965E+03    0.7680000000E+04
       232    0.4350000000E+03    0.4941259636E+03    0.6318000000E+04
       233    0.4060000000E+03    0.4877005187E+03    0.6156000000E+04
       234    0.4700000000E+03    0.5005514085E+03    0.6480000000E+04
       235    0.4380000000E+03    0.5005514085E+03    0.6480000000E+04
       236    0.4040000000E+03    0.5069768534E+03    0.6642000000E+04
       237    0.4060000000E+03    0.4877005187E+03    0.6156000000E+04
       238    0.4430000000E+03    0.5005514085E+03    0.6480000000E+04
       239    0.3970000000E+03    0.4477199727E+03    0.5148000000E+04
       240    0.3850000000E+03    0.4424844251E+03    0.5016000000E+04
       241    0.4250000000E+03    0.4529555204E+03    0.5280000000E+04
       242    0.3960000000E+03    0.4529555204E+03    0.5280000000E+04
       243    0.3800000000E+03    0.4581910681E+03    0.5412000000E+04
       244    0.3630000000E+03    0.4424844251E+03    0.5016000000E+04
       245    0.3980000000E+03    0.4529555204E+03    0.5280000000E+04
       246    0.5050000000E+03    0.5633779807E+03    0.8064000000E+04
       247    0.5360000000E+03    0.5709933228E+03    0.8256000000E+04
       248    0.4840000000E+03    0.5633779807E+03    0.8064000000E+04
       249    0.4950000000E+03    0.5633779807E+03    0.8064000000E+04
       250    0.5510000000E+03    0.5633779807E+03    0.8064000000E+04
       251    0.4770000000E+03    0.5862240070E+03    0.8640000000E+04
       252    0.5300000000E+03    0.5557626386E+03    0.7872000000E+04
       253    0.5160000000E+03    0.5481472965E+03    0.7680000000E+04
       254    0.4450000000E+03    0.5557626386E+03    0.7872000000E+04
       255    0.5510000000E+03    0.5938393490E+03    0.8832000000E+04
       256    0.5100000000E+03    0.5709933228E+03    0.8256000000E+04
       257    0.4430000000E+03    0.5557626386E+03    0.7872000000E+04
       258    0.4490000000E+03    0.5134022982E+03    0.6804000000E+04
       259    0.5020000000E+03    0.5198277431E+03    0.6966000000E+04
       260    0.4510000000E+03    0.5134022982E+03    0.6804000000E+04
       261    0.4590000000E+03    0.5134022982E+03    0.6804000000E+04
       262    0.4970000000E+03    0.5134022982E+03    0.6804000000E+04
       263    0.4510000000E+03    0.5326786329E+03    0.7290000000E+04
       264    0.4970000000E+03    0.5069768534E+03    0.6642000000E+04
       265    0.4610000000E+03    0.5005514085E+03    0.6480000000E+04
       266    0.3990000000E+03    0.5069768534E+03    0.6642000000E+04
       267    0.5020000000E+03    0.5391040778E+03    0.7452000000E+04
       268    0.4900000000E+03    0.5198277431E+03    0.6966000000E+04
       269    0.4240000000E+03    0.5069768534E+03    0.6642000000E+04
       270    0.4110000000E+03    0.4634266158E+03    0.5544000000E+04
       271    0.4480000000E+03    0.4686621635E+03    0.5676000000E+04
       272    0.4040000000E+03    0.4634266158E+03    0.5544000000E+04
       273    0.4110000000E+03    0.4634266158E+03    0.5544000000E+04
       274    0.4380000000E+03    0.4634266158E+03    0.5544000000E+04
       275    0.4100000000E+03    0.4791332589E+03    0.5940000000E+04
       276    0.4500000000E+03    0.4581910681E+03    0.5412000000E+04
       277    0.4100000000E+03    0.4529555204E+03    0.5280000000E+04
       278    0.3830000000E+03    0.4581910681E+03    0.5412000000E+04
       279    0.4600000000E+03    0.4843688065E+03    0.6072000000E+04
       280    0.4420000000E+03    0.4686621635E+03    0.5676000000E+04
       281    0.3990000000E+03    0.4581910681E+03    0.5412000000E+04
       282    0.5630000000E+03    0.5100705861E+03    0.6720000000E+04
       283    0.5300000000E+03    0.5100705861E+03    0.6720000000E+04
       284    0.5700000000E+03    0.5100705861E+03    0.6720000000E+04
       285    0.5780000000E+03    0.5350584273E+03    0.7350000000E+04
       286    0.5370000000E+03    0.5017413057E+03    0.6510000000E+04
       287    0.5690000000E+03    0.5183998665E+03    0.6930000000E+04
       288    0.5760000000E+03    0.4767534645E+03    0.5880000000E+04
       289    0.5490000000E+03    0.5267291469E+03    0.7140000000E+04
       290    0.5220000000E+03    0.4934120253E+03    0.6300000000E+04
       291    0.5700000000E+03    0.5100705861E+03    0.6720000000E+04
       292    0.5100000000E+03    0.4719938756E+03    0.5760000000E+04
       293    0.5100000000E+03    0.4719938756E+03    0.5760000000E+04
       294    0.5170000000E+03    0.4719938756E+03    0.5760000000E+04
       295    0.5400000000E+03    0.4934120253E+03    0.6300000000E+04
       296    0.5180000000E+03    0.4648544924E+03    0.5580000000E+04
