     Index       y_measurement           y_fitting        descriptor_1        descriptor_2        descriptor_3
       201    0.5570000000E+03    0.5534131986E+03    0.7640038958E+04    0.9492308669E+00    0.5330643275E-03
       202    0.5510000000E+03    0.5351592172E+03    0.7248242088E+04    0.1113436565E+01    0.4969122807E-03
       203    0.5830000000E+03    0.5659060509E+03    0.7905120188E+04    0.9879371560E+00    0.6052426901E-03
       204    0.5700000000E+03    0.5665214467E+03    0.8064814208E+04    0.9995305487E+00    0.5521403509E-03
       205    0.5430000000E+03    0.5464196434E+03    0.7680775437E+04    0.1182933438E+01    0.4938362573E-03
       206    0.5430000000E+03    0.5541402244E+03    0.7757968513E+04    0.1124433251E+01    0.5484649123E-03
       207    0.5630000000E+03    0.5390280512E+03    0.7680775437E+04    0.1358482630E+01    0.4480350877E-03
       208    0.5770000000E+03    0.5369681853E+03    0.7757968513E+04    0.1683045653E+01    0.4881578947E-03
       209    0.5780000000E+03    0.5930590919E+03    0.8793657211E+04    0.9710502802E+00    0.6042280702E-03
       210    0.4900000000E+03    0.5188528298E+03    0.6610231727E+04    0.1077946571E+01    0.5260224921E-03
       211    0.4960000000E+03    0.4967826255E+03    0.6101949375E+04    0.1189001311E+01    0.4696248313E-03
       212    0.5110000000E+03    0.5392652419E+03    0.7072731523E+04    0.9289814013E+00    0.5671345029E-03
       213    0.4940000000E+03    0.5023815989E+03    0.6258409615E+04    0.1139032166E+01    0.4660818713E-03
       214    0.5170000000E+03    0.5107830694E+03    0.6479340369E+04    0.1169905091E+01    0.4987566352E-03
       215    0.4800000000E+03    0.5058933482E+03    0.6351040834E+04    0.1180901265E+01    0.4884795322E-03
       216    0.5020000000E+03    0.5081873345E+03    0.6225216929E+04    0.9492308669E+00    0.4996797121E-03
       217    0.5040000000E+03    0.4923654832E+03    0.5905975035E+04    0.1113436565E+01    0.4667584345E-03
       218    0.5050000000E+03    0.5188874703E+03    0.6441209042E+04    0.9879371560E+00    0.5676914080E-03
       219    0.5020000000E+03    0.5189456907E+03    0.6571330096E+04    0.9995305487E+00    0.5191147099E-03
       220    0.4960000000E+03    0.5013164471E+03    0.6258409615E+04    0.1182933438E+01    0.4651695906E-03
       221    0.5010000000E+03    0.5084727206E+03    0.6321307677E+04    0.1124433251E+01    0.5180161943E-03
       222    0.5170000000E+03    0.4943364096E+03    0.6258409615E+04    0.1358482630E+01    0.4249068826E-03
       223    0.5230000000E+03    0.4915150329E+03    0.6321307677E+04    0.1683045653E+01    0.4605937922E-03
       224    0.5160000000E+03    0.5413083739E+03    0.7165202172E+04    0.9710502802E+00    0.5698947368E-03
       225    0.4860000000E+03    0.4649874384E+03    0.7488000000E+04    0.4020442772E+01    0.3438579882E-03
       226    0.4270000000E+03    0.4678178843E+03    0.7296000000E+04    0.3259353004E+01    0.2273243679E-03
       227    0.5100000000E+03    0.4780746987E+03    0.7680000000E+04    0.3516580626E+01    0.2878698225E-03
       228    0.4510000000E+03    0.4670789209E+03    0.7680000000E+04    0.4198270462E+01    0.3483076923E-03
       229    0.4250000000E+03    0.4931855814E+03    0.7872000000E+04    0.3358656832E+01    0.3648778913E-03
       230    0.4320000000E+03    0.4641868680E+03    0.7296000000E+04    0.3909254947E+01    0.3771543841E-03
       231    0.4820000000E+03    0.4668255574E+03    0.7680000000E+04    0.3886287975E+01    0.2495158687E-03
       232    0.4350000000E+03    0.4294655978E+03    0.6318000000E+04    0.4020442772E+01    0.3415246548E-03
       233    0.4060000000E+03    0.4331934072E+03    0.6156000000E+04    0.3259353004E+01    0.2248698225E-03
       234    0.4700000000E+03    0.4415102552E+03    0.6480000000E+04    0.3516580626E+01    0.2837031558E-03
       235    0.4380000000E+03    0.4307250182E+03    0.6480000000E+04    0.4198270462E+01    0.3469743590E-03
       236    0.4040000000E+03    0.4556460883E+03    0.6642000000E+04    0.3358656832E+01    0.3597869822E-03
       237    0.4060000000E+03    0.4293901303E+03    0.6156000000E+04    0.3909254947E+01    0.3723816568E-03
       238    0.4430000000E+03    0.4305425855E+03    0.6480000000E+04    0.3886287975E+01    0.2491370809E-03
       239    0.3970000000E+03    0.3939704321E+03    0.5148000000E+04    0.4020442772E+01    0.3395502959E-03
       240    0.3850000000E+03    0.3985969907E+03    0.5016000000E+04    0.3259353004E+01    0.2227928994E-03
       241    0.4250000000E+03    0.4049934454E+03    0.5280000000E+04    0.3516580626E+01    0.2801775148E-03
       242    0.3960000000E+03    0.3943863582E+03    0.5280000000E+04    0.4198270462E+01    0.3458461538E-03
       243    0.3800000000E+03    0.4181647949E+03    0.5412000000E+04    0.3358656832E+01    0.3554792899E-03
       244    0.3630000000E+03    0.3946479548E+03    0.5016000000E+04    0.3909254947E+01    0.3683431953E-03
       245    0.3980000000E+03    0.3942639439E+03    0.5280000000E+04    0.3886287975E+01    0.2488165680E-03
       246    0.5050000000E+03    0.4909331457E+03    0.8064000000E+04    0.3759644626E+01    0.3790962883E-03
       247    0.5360000000E+03    0.5200153694E+03    0.8256000000E+04    0.2299159871E+01    0.2458913394E-03
       248    0.4840000000E+03    0.4829350872E+03    0.8064000000E+04    0.4234773795E+01    0.4167240452E-03
       249    0.4950000000E+03    0.4958018196E+03    0.8064000000E+04    0.3548962754E+01    0.3802044110E-03
       250    0.5510000000E+03    0.4831118900E+03    0.8064000000E+04    0.4228764949E+01    0.4172662722E-03
       251    0.4770000000E+03    0.5204179450E+03    0.8640000000E+04    0.2760994825E+01    0.2363786982E-03
       252    0.5300000000E+03    0.5070017490E+03    0.7872000000E+04    0.2269281120E+01    0.2177536310E-03
       253    0.5160000000E+03    0.4695729759E+03    0.7680000000E+04    0.3847345343E+01    0.2745831092E-03
       254    0.4450000000E+03    0.4721081366E+03    0.7872000000E+04    0.4207613775E+01    0.3407810651E-03
       255    0.5510000000E+03    0.5391025594E+03    0.8832000000E+04    0.2628985956E+01    0.3694029048E-03
       256    0.5100000000E+03    0.5094404212E+03    0.8256000000E+04    0.3183967130E+01    0.3740914470E-03
       257    0.4430000000E+03    0.4800563729E+03    0.7872000000E+04    0.4009799945E+01    0.3872662722E-03
       258    0.4490000000E+03    0.4526066259E+03    0.6804000000E+04    0.3759644626E+01    0.3756114398E-03
       259    0.5020000000E+03    0.4804289507E+03    0.6966000000E+04    0.2299159871E+01    0.2376489152E-03
