     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
         1    0.2320000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         2    0.2350000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         3    0.2350000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         4    0.2410000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         5    0.2250000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         6    0.2450000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         7    0.2550000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         8    0.2450000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
         9    0.2750000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
        10    0.2390000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
        11    0.2550000000E+03    0.2401542322E+03    0.0000000000E+00    0.0000000000E+00
        12    0.3970000000E+03    0.4303920652E+03    0.6218100000E+04    0.0000000000E+00
        13    0.4190000000E+03    0.4327049871E+03    0.6293700000E+04    0.0000000000E+00
        14    0.4010000000E+03    0.4298138347E+03    0.6199200000E+04    0.0000000000E+00
        15    0.3940000000E+03    0.4431131361E+03    0.6633900000E+04    0.0000000000E+00
        16    0.4260000000E+03    0.4130451503E+03    0.5651100000E+04    0.0000000000E+00
        17    0.4260000000E+03    0.4540995155E+03    0.6993000000E+04    0.0000000000E+00
        18    0.4540000000E+03    0.4176709943E+03    0.5802300000E+04    0.0000000000E+00
        19    0.4180000000E+03    0.4165145333E+03    0.5764500000E+04    0.0000000000E+00
        20    0.4160000000E+03    0.4448478275E+03    0.6690600000E+04    0.0000000000E+00
        21    0.3950000000E+03    0.4332832176E+03    0.6312600000E+04    0.0000000000E+00
        22    0.4330000000E+03    0.4454260580E+03    0.6709500000E+04    0.0000000000E+00
        23    0.3790000000E+03    0.4211403772E+03    0.5915700000E+04    0.0000000000E+00
        24    0.3820000000E+03    0.4001955837E+03    0.5231100000E+04    0.0000000000E+00
        25    0.3850000000E+03    0.4021413753E+03    0.5294700000E+04    0.0000000000E+00
        26    0.3650000000E+03    0.3997091359E+03    0.5215200000E+04    0.0000000000E+00
        27    0.3790000000E+03    0.4108974370E+03    0.5580900000E+04    0.0000000000E+00
        28    0.3770000000E+03    0.3856021474E+03    0.4754100000E+04    0.0000000000E+00
        29    0.3940000000E+03    0.4201399467E+03    0.5883000000E+04    0.0000000000E+00
        30    0.4250000000E+03    0.3894937305E+03    0.4881300000E+04    0.0000000000E+00
        31    0.3950000000E+03    0.3885208347E+03    0.4849500000E+04    0.0000000000E+00
        32    0.3930000000E+03    0.4123567807E+03    0.5628600000E+04    0.0000000000E+00
        33    0.3750000000E+03    0.4026278231E+03    0.5310600000E+04    0.0000000000E+00
        34    0.3890000000E+03    0.4128432285E+03    0.5644500000E+04    0.0000000000E+00
        35    0.3580000000E+03    0.3924124177E+03    0.4976700000E+04    0.0000000000E+00
        36    0.3440000000E+03    0.3699991023E+03    0.4244100000E+04    0.0000000000E+00
        37    0.3690000000E+03    0.3715777634E+03    0.4295700000E+04    0.0000000000E+00
        38    0.3250000000E+03    0.3696044371E+03    0.4231200000E+04    0.0000000000E+00
        39    0.3380000000E+03    0.3786817380E+03    0.4527900000E+04    0.0000000000E+00
        40    0.3620000000E+03    0.3581591446E+03    0.3857100000E+04    0.0000000000E+00
        41    0.3610000000E+03    0.3861803779E+03    0.4773000000E+04    0.0000000000E+00
        42    0.3850000000E+03    0.3613164666E+03    0.3960300000E+04    0.0000000000E+00
        43    0.3480000000E+03    0.3605271361E+03    0.3934500000E+04    0.0000000000E+00
        44    0.3680000000E+03    0.3798657338E+03    0.4566600000E+04    0.0000000000E+00
        45    0.3410000000E+03    0.3719724286E+03    0.4308600000E+04    0.0000000000E+00
        46    0.3650000000E+03    0.3802603991E+03    0.4579500000E+04    0.0000000000E+00
        47    0.3250000000E+03    0.3636844582E+03    0.4037700000E+04    0.0000000000E+00
        48    0.5130000000E+03    0.4740897697E+03    0.7646400000E+04    0.0000000000E+00
        49    0.4480000000E+03    0.4692161127E+03    0.7487100000E+04    0.0000000000E+00
        50    0.4650000000E+03    0.4784219093E+03    0.7788000000E+04    0.0000000000E+00
        51    0.4460000000E+03    0.4670500429E+03    0.7416300000E+04    0.0000000000E+00
        52    0.4370000000E+03    0.4556781765E+03    0.7044600000E+04    0.0000000000E+00
