     Index       y_measurement           y_fitting        descriptor_1
       150    0.5360000000E+03    0.5629017781E+03    0.8293974122E+04
       151    0.5570000000E+03    0.5348153650E+03    0.7430743180E+04
       152    0.5520000000E+03    0.5094299299E+03    0.6650526316E+04
       153    0.5190000000E+03    0.5019594131E+03    0.6420921305E+04
       154    0.5240000000E+03    0.5126240869E+03    0.6748698168E+04
       155    0.5080000000E+03    0.5086733422E+03    0.6627272727E+04
       156    0.4900000000E+03    0.5001646332E+03    0.6365759060E+04
       157    0.5500000000E+03    0.5077149978E+03    0.6597818182E+04
       158    0.5150000000E+03    0.5132616215E+03    0.6768292683E+04
       159    0.5300000000E+03    0.5092205597E+03    0.6644091360E+04
       160    0.5460000000E+03    0.5045202188E+03    0.6499627213E+04
       161    0.5350000000E+03    0.4969629115E+03    0.6267354709E+04
       162    0.5500000000E+03    0.5032602968E+03    0.6460903733E+04
       163    0.5420000000E+03    0.5169683348E+03    0.6882217861E+04
       164    0.5920000000E+03    0.5207367900E+03    0.6998040665E+04
       165    0.5240000000E+03    0.4970388790E+03    0.6269689558E+04
       166    0.4970000000E+03    0.4693588048E+03    0.5418947368E+04
       167    0.4910000000E+03    0.4632717171E+03    0.5231861804E+04
       168    0.4630000000E+03    0.4719614513E+03    0.5498939248E+04
       169    0.4640000000E+03    0.4687423260E+03    0.5400000000E+04
       170    0.4590000000E+03    0.4618093038E+03    0.5186914789E+04
       171    0.4890000000E+03    0.4679614527E+03    0.5376000000E+04
       172    0.4770000000E+03    0.4724809240E+03    0.5514905149E+04
       173    0.4690000000E+03    0.4691882069E+03    0.5413704071E+04
       174    0.4960000000E+03    0.4653582995E+03    0.5295992544E+04
       175    0.4670000000E+03    0.4592004935E+03    0.5106733467E+04
       176    0.5110000000E+03    0.4643316964E+03    0.5264440079E+04
       177    0.4900000000E+03    0.4755012089E+03    0.5607733072E+04
       178    0.5230000000E+03    0.4785718020E+03    0.5702107209E+04
       179    0.4760000000E+03    0.4592623930E+03    0.5108635936E+04
       180    0.6100000000E+03    0.5932498347E+03    0.9226716279E+04
       181    0.5810000000E+03    0.5774514925E+03    0.8741157025E+04
       182    0.6250000000E+03    0.6133049063E+03    0.9843105360E+04
       183    0.5620000000E+03    0.5847832554E+03    0.8966497462E+04
       184    0.6350000000E+03    0.5874440288E+03    0.9048275862E+04
       185    0.5660000000E+03    0.5849639649E+03    0.8972051536E+04
       186    0.6380000000E+03    0.5748429395E+03    0.8660983607E+04
       187    0.6060000000E+03    0.5637690614E+03    0.8320629921E+04
       188    0.5820000000E+03    0.5866597727E+03    0.9024171889E+04
       189    0.6340000000E+03    0.5959769716E+03    0.9310534351E+04
       190    0.5850000000E+03    0.5801517189E+03    0.8824148004E+04
       191    0.6030000000E+03    0.5812788668E+03    0.8858790698E+04
       192    0.6250000000E+03    0.5868659423E+03    0.9030508475E+04
       193    0.6310000000E+03    0.5813682692E+03    0.8861538462E+04
       194    0.6250000000E+03    0.6191596817E+03    0.1002305085E+05
       195    0.5510000000E+03    0.5463429628E+03    0.7785041860E+04
       196    0.5390000000E+03    0.5330131116E+03    0.7375351240E+04
       197    0.5640000000E+03    0.5632644295E+03    0.8305120148E+04
       198    0.5500000000E+03    0.5391992866E+03    0.7565482234E+04
       199    0.5900000000E+03    0.5414443141E+03    0.7634482759E+04
       200    0.5270000000E+03    0.5393517602E+03    0.7570168484E+04
       201    0.5570000000E+03    0.5308121449E+03    0.7307704918E+04
       202    0.5510000000E+03    0.5214685603E+03    0.7020531496E+04
       203    0.5830000000E+03    0.5407825980E+03    0.7614145031E+04
       204    0.5700000000E+03    0.5486439846E+03    0.7855763359E+04
       205    0.5430000000E+03    0.5352914276E+03    0.7445374878E+04
       206    0.5430000000E+03    0.5362424587E+03    0.7474604651E+04
       207    0.5630000000E+03    0.5409565536E+03    0.7619491525E+04
       208    0.5770000000E+03    0.5363178919E+03    0.7476923077E+04
       209    0.5780000000E+03    0.5682043962E+03    0.8456949153E+04
       210    0.4900000000E+03    0.4994360909E+03    0.6343367442E+04
       211    0.4960000000E+03    0.4885747307E+03    0.6009545455E+04
       212    0.5110000000E+03    0.5132239526E+03    0.6767134935E+04
       213    0.4940000000E+03    0.4936153177E+03    0.6164467005E+04
       214    0.5170000000E+03    0.4954445994E+03    0.6220689655E+04
       215    0.4800000000E+03    0.4937395554E+03    0.6168285431E+04
       216    0.5020000000E+03    0.4867813504E+03    0.5954426230E+04
       217    0.5040000000E+03    0.4791680593E+03    0.5720433071E+04
       218    0.5050000000E+03    0.4949054233E+03    0.6204118174E+04
       219    0.5020000000E+03    0.5013109975E+03    0.6400992366E+04
