885,0,0,0,0,30,0,0,0.21,0.44,0.017,0.022,0.01,0,30,30,30,30,0.01,0.26,0.02,232
885,0,0,0,0,30,0,0,0.18,0.44,0.009,0.017,0.08,0,30,30,30,30,0.08,0.25,0.12,235
885,0,0,0,0,30,0,0,0.27,0.43,0.008,0.015,0.01,0,30,30,30,30,0.02,0.26,0.03,235
885,0,0,0,0,30,0,0,0.23,0.51,0.018,0.024,0.01,0,30,30,30,30,0.01,0.26,0.02,241
885,0,0,0,0,30,0,0,0.19,0.42,0.026,0.022,0.02,0,30,30,30,30,0.01,0.22,0.02,225
885,0,0,0,0,30,0,0,0.22,0.45,0.026,0.026,0.03,0,30,30,30,30,0.02,0.26,0.05,245
885,0,0,0,0,30,0,0,0.27,0.5,0.021,0.018,0.01,0,30,30,30,30,0.02,0.28,0.03,255
885,0,0,0,0,30,0,0,0.25,0.54,0.02,0.021,0.02,0,30,30,30,30,0.01,0.27,0.02,245
885,0,0,0,0,30,0,0,0.23,0.37,0.008,0.03,0.09,0,30,30,30,30,0.06,0.27,0.1,275
885,0,0,0,0,30,0,0,0.26,0.47,0.021,0.023,0.01,0,30,30,30,30,0.02,0.22,0.02,239
885,0,0,0,0,30,0,0,0.26,0.51,0.029,0.024,0.03,0,30,30,30,30,0.01,0.23,0.03,255
865,30,24,0,0,30,60,24,0.21,0.77,0.021,0.022,0.02,0,30,865,30,550,0.01,0.35,0.01,397
865,30,24,0,0,30,60,24,0.3,0.74,0.017,0.024,0.01,0,30,865,30,550,0.01,0.35,0.1,419
865,30,24,0,0,30,60,24,0.26,0.74,0.012,0.015,0.01,0,30,865,30,550,0.01,0.34,0.02,401
865,30,24,0,0,30,60,24,0.26,0.7,0.009,0.023,0.09,0,30,865,30,550,0.08,0.36,0.12,394
865,30,24,0,0,30,60,24,0.21,0.75,0.031,0.019,0.02,0,30,865,30,550,0.01,0.33,0.03,426
865,30,24,0,0,30,60,24,0.29,0.7,0.01,0.03,0.11,0,30,865,30,550,0.06,0.38,0.09,426
865,30,24,0,0,30,60,24,0.26,0.76,0.023,0.013,0.03,0,30,865,30,550,0.01,0.33,0.1,454
865,30,24,0,0,30,60,24,0.26,0.73,0.015,0.019,0.03,0,30,865,30,550,0.02,0.32,0.02,418
865,30,24,0,0,30,60,24,0.27,0.78,0.016,0.02,0.02,0,30,865,30,550,0.01,0.37,0.11,416
865,30,24,0,0,30,60,24,0.25,0.82,0.016,0.023,0.01,0,30,865,30,550,0.03,0.35,0.01,395
865,30,24,0,0,30,60,24,0.24,0.72,0.015,0.02,0.02,0,30,865,30,550,0.02,0.37,0.02,433
865,30,24,0,0,30,60,24,0.21,0.63,0.007,0.017,0.08,0,30,865,30,550,0.06,0.32,0.1,379
865,30,24,0,0,30,60,24,0.21,0.77,0.021,0.022,0.02,0,30,865,30,600,0.01,0.35,0.01,382
865,30,24,0,0,30,60,24,0.3,0.74,0.017,0.024,0.01,0,30,865,30,600,0.01,0.35,0.1,385
865,30,24,0,0,30,60,24,0.26,0.74,0.012,0.015,0.01,0,30,865,30,600,0.01,0.34,0.02,365
865,30,24,0,0,30,60,24,0.26,0.7,0.009,0.023,0.09,0,30,865,30,600,0.08,0.36,0.12,379
865,30,24,0,0,30,60,24,0.21,0.75,0.031,0.019,0.02,0,30,865,30,600,0.01,0.33,0.03,377
865,30,24,0,0,30,60,24,0.29,0.7,0.01,0.03,0.11,0,30,865,30,600,0.06,0.38,0.09,394
865,30,24,0,0,30,60,24,0.26,0.76,0.023,0.013,0.03,0,30,865,30,600,0.01,0.33,0.1,425
865,30,24,0,0,30,60,24,0.26,0.73,0.015,0.019,0.03,0,30,865,30,600,0.02,0.32,0.02,395
865,30,24,0,0,30,60,24,0.27,0.78,0.016,0.02,0.02,0,30,865,30,600,0.01,0.37,0.11,393
865,30,24,0,0,30,60,24,0.25,0.82,0.016,0.023,0.01,0,30,865,30,600,0.03,0.35,0.01,375
865,30,24,0,0,30,60,24,0.24,0.72,0.015,0.02,0.02,0,30,865,30,600,0.02,0.37,0.02,389
865,30,24,0,0,30,60,24,0.21,0.63,0.007,0.017,0.08,0,30,865,30,600,0.06,0.32,0.1,358
865,30,24,0,0,30,60,24,0.21,0.77,0.021,0.022,0.02,0,30,865,30,650,0.01,0.35,0.01,344
865,30,24,0,0,30,60,24,0.3,0.74,0.017,0.024,0.01,0,30,865,30,650,0.01,0.35,0.1,369
865,30,24,0,0,30,60,24,0.26,0.74,0.012,0.015,0.01,0,30,865,30,650,0.01,0.34,0.02,325
865,30,24,0,0,30,60,24,0.26,0.7,0.009,0.023,0.09,0,30,865,30,650,0.08,0.36,0.12,338
865,30,24,0,0,30,60,24,0.21,0.75,0.031,0.019,0.02,0,30,865,30,650,0.01,0.33,0.03,362
865,30,24,0,0,30,60,24,0.29,0.7,0.01,0.03,0.11,0,30,865,30,650,0.06,0.38,0.09,361
865,30,24,0,0,30,60,24,0.26,0.76,0.023,0.013,0.03,0,30,865,30,650,0.01,0.33,0.1,385
865,30,24,0,0,30,60,24,0.26,0.73,0.015,0.019,0.03,0,30,865,30,650,0.02,0.32,0.02,348
865,30,24,0,0,30,60,24,0.27,0.78,0.016,0.02,0.02,0,30,865,30,650,0.01,0.37,0.11,368
865,30,24,0,0,30,60,24,0.25,0.82,0.016,0.023,0.01,0,30,865,30,650,0.03,0.35,0.01,341
865,30,24,0,0,30,60,24,0.24,0.72,0.015,0.02,0.02,0,30,865,30,650,0.02,0.37,0.02,365
865,30,24,0,0,30,60,24,0.21,0.63,0.007,0.017,0.08,0,30,865,30,650,0.06,0.32,0.1,325
845,30,24,0,0,30,60,24,0.25,0.79,0.018,0.016,0.02,0,30,845,30,550,0.02,0.45,0.13,513
845,30,24,0,0,30,60,24,0.26,0.76,0.027,0.019,0.02,0,30,845,30,550,0.01,0.45,0.11,448
845,30,24,0,0,30,60,24,0.24,0.71,0.01,0.009,0.13,0,30,845,30,550,0.12,0.45,0.06,465
845,30,24,0,0,30,60,24,0.24,0.82,0.021,0.021,0.02,0,30,845,30,550,0.03,0.44,0.02,446
845,30,24,0,0,30,60,24,0.22,0.78,0.022,0.02,0.03,0,30,845,30,550,0.01,0.42,0.02,437
845,30,24,0,0,30,60,24,0.25,0.75,0.024,0.022,0.01,0,30,845,30,550,0.02,0.48,0.1,502
845,30,24,0,0,30,60,24,0.25,0.72,0.015,0.01,0.04,0,30,845,30,550,0.13,0.47,0.04,465
845,30,24,0,0,30,60,24,0.22,0.83,0.017,0.016,0.01,0,30,845,30,550,0.01,0.43,0.12,475
845,30,24,0,0,30,60,24,0.26,0.8,0.027,0.023,0.01,0,30,845,30,550,0.02,0.49,0.09,504
845,30,24,0,0,30,60,24,0.25,0.79,0.011,0.025,0.15,0,30,845,30,550,0.12,0.45,0.04,486
845,30,24,0,0,30,60,24,0.26,0.7,0.024,0.01,0.01,0,30,845,30,550,0.01,0.42,0.1,452
845,30,24,0,0,30,60,24,0.25,0.79,0.018,0.016,0.02,0,30,845,30,600,0.02,0.45,0.13,459
845,30,24,0,0,30,60,24,0.26,0.76,0.027,0.019,0.02,0,30,845,30,600,0.01,0.45,0.11,415
845,30,24,0,0,30,60,24,0.24,0.71,0.01,0.009,0.13,0,30,845,30,600,0.12,0.45,0.06,437
845,30,24,0,0,30,60,24,0.24,0.82,0.021,0.021,0.02,0,30,845,30,600,0.03,0.44,0.02,415
845,30,24,0,0,30,60,24,0.22,0.78,0.022,0.02,0.03,0,30,845,30,600,0.01,0.42,0.02,401
845,30,24,0,0,30,60,24,0.25,0.75,0.024,0.022,0.01,0,30,845,30,600,0.02,0.48,0.1,463
845,30,24,0,0,30,60,24,0.25,0.72,0.015,0.01,0.04,0,30,845,30,600,0.13,0.47,0.04,442
845,30,24,0,0,30,60,24,0.22,0.83,0.017,0.016,0.01,0,30,845,30,600,0.01,0.43,0.12,438
845,30,24,0,0,30,60,24,0.26,0.8,0.027,0.023,0.01,0,30,845,30,600,0.02,0.49,0.09,468
845,30,24,0,0,30,60,24,0.25,0.79,0.011,0.025,0.15,0,30,845,30,600,0.12,0.45,0.04,452
845,30,24,0,0,30,60,24,0.26,0.7,0.024,0.01,0.01,0,30,845,30,600,0.01,0.42,0.1,422
845,30,24,0,0,30,60,24,0.25,0.79,0.018,0.016,0.02,0,30,845,30,650,0.02,0.45,0.13,413
845,30,24,0,0,30,60,24,0.26,0.76,0.027,0.019,0.02,0,30,845,30,650,0.01,0.45,0.11,395
845,30,24,0,0,30,60,24,0.24,0.71,0.01,0.009,0.13,0,30,845,30,650,0.12,0.45,0.06,398
845,30,24,0,0,30,60,24,0.24,0.82,0.021,0.021,0.02,0,30,845,30,650,0.03,0.44,0.02,378
845,30,24,0,0,30,60,24,0.22,0.78,0.022,0.02,0.03,0,30,845,30,650,0.01,0.42,0.02,372
845,30,24,0,0,30,60,24,0.25,0.75,0.024,0.022,0.01,0,30,845,30,650,0.02,0.48,0.1,415
845,30,24,0,0,30,60,24,0.25,0.72,0.015,0.01,0.04,0,30,845,30,650,0.13,0.47,0.04,396
845,30,24,0,0,30,60,24,0.22,0.83,0.017,0.016,0.01,0,30,845,30,650,0.01,0.43,0.12,388
845,30,24,0,0,30,60,24,0.26,0.8,0.027,0.023,0.01,0,30,845,30,650,0.02,0.49,0.09,415
845,30,24,0,0,30,60,24,0.25,0.79,0.011,0.025,0.15,0,30,845,30,650,0.12,0.45,0.04,398
845,30,24,0,0,30,60,24,0.26,0.7,0.024,0.01,0.01,0,30,845,30,650,0.01,0.42,0.1,382
825,30,24,0,0,30,60,24,0.23,0.76,0.018,0.012,0.01,0,30,825,30,550,0.01,0.55,0.09,523
825,30,24,0,0,30,60,24,0.26,0.76,0.022,0.021,0.01,0,30,825,30,550,0.02,0.54,0.12,534
825,30,24,0,0,30,60,24,0.29,0.83,0.016,0.025,0.02,0,30,825,30,550,0.04,0.52,0.04,489
825,30,24,0,0,30,60,24,0.26,0.37,0.019,0.026,0.11,0,30,825,30,550,0.04,0.56,0.13,500
825,30,24,0,0,30,60,24,0.2,0.75,0.013,0.019,0.01,0,30,825,30,550,0.01,0.54,0.01,495
825,30,24,0,0,30,60,24,0.23,0.74,0.018,0.017,0.02,0,30,825,30,550,0.01,0.57,0.12,522
825,30,24,0,0,30,60,24,0.3,0.83,0.019,0.026,0.01,0,30,825,30,550,0.02,0.53,0.12,531
825,30,24,0,0,30,60,24,0.3,0.82,0.024,0.022,0.01,0,30,825,30,550,0.02,0.57,0.1,533
825,30,24,0,0,30,60,24,0.25,0.68,0.009,0.023,0.03,0,30,825,30,550,0.03,0.56,0.1,492
825,30,24,0,0,30,60,24,0.21,0.8,0.021,0.021,0.02,0,30,825,30,550,0.02,0.52,0.1,505
825,30,24,0,0,30,60,24,0.27,0.7,0.017,0.02,0.22,0,30,825,30,550,0.06,0.54,0.1,541
825,30,24,0,0,30,60,24,0.23,0.76,0.018,0.012,0.01,0,30,825,30,600,0.01,0.55,0.09,468
825,30,24,0,0,30,60,24,0.26,0.76,0.022,0.021,0.01,0,30,825,30,600,0.02,0.54,0.12,459
825,30,24,0,0,30,60,24,0.29,0.83,0.016,0.025,0.02,0,30,825,30,600,0.04,0.52,0.04,444
825,30,24,0,0,30,60,24,0.26,0.37,0.019,0.026,0.11,0,30,825,30,600,0.04,0.56,0.13,458
825,30,24,0,0,30,60,24,0.2,0.75,0.013,0.019,0.01,0,30,825,30,600,0.01,0.54,0.01,445
825,30,24,0,0,30,60,24,0.23,0.74,0.018,0.017,0.02,0,30,825,30,600,0.01,0.57,0.12,464
825,30,24,0,0,30,60,24,0.3,0.83,0.019,0.026,0.01,0,30,825,30,600,0.02,0.53,0.12,466
825,30,24,0,0,30,60,24,0.3,0.82,0.024,0.022,0.01,0,30,825,30,600,0.02,0.57,0.1,486
825,30,24,0,0,30,60,24,0.25,0.68,0.009,0.023,0.03,0,30,825,30,600,0.03,0.56,0.1,461
825,30,24,0,0,30,60,24,0.21,0.8,0.021,0.021,0.02,0,30,825,30,600,0.02,0.52,0.1,464
825,30,24,0,0,30,60,24,0.27,0.7,0.017,0.02,0.22,0,30,825,30,600,0.06,0.54,0.1,475
825,30,24,0,0,30,60,24,0.23,0.76,0.018,0.012,0.01,0,30,825,30,650,0.01,0.55,0.09,419
825,30,24,0,0,30,60,24,0.26,0.76,0.022,0.021,0.01,0,30,825,30,650,0.02,0.54,0.12,418
825,30,24,0,0,30,60,24,0.29,0.83,0.016,0.025,0.02,0,30,825,30,650,0.04,0.52,0.04,402
825,30,24,0,0,30,60,24,0.26,0.37,0.019,0.026,0.11,0,30,825,30,650,0.04,0.56,0.13,398
825,30,24,0,0,30,60,24,0.2,0.75,0.013,0.019,0.01,0,30,825,30,650,0.01,0.54,0.01,411
825,30,24,0,0,30,60,24,0.23,0.74,0.018,0.017,0.02,0,30,825,30,650,0.01,0.57,0.12,428
825,30,24,0,0,30,60,24,0.3,0.83,0.019,0.026,0.01,0,30,825,30,650,0.02,0.53,0.12,415
825,30,24,0,0,30,60,24,0.3,0.82,0.024,0.022,0.01,0,30,825,30,650,0.02,0.57,0.1,425
825,30,24,0,0,30,60,24,0.25,0.68,0.009,0.023,0.03,0,30,825,30,650,0.03,0.56,0.1,412
825,30,24,0,0,30,60,24,0.21,0.8,0.021,0.021,0.02,0,30,825,30,650,0.02,0.52,0.1,410
825,30,24,0,0,30,60,24,0.27,0.7,0.017,0.02,0.22,0,30,825,30,650,0.06,0.54,0.1,415
870,30,8,0,0,30,60,24,0.24,0.74,0.022,0.013,0.02,0,30,855,30,550,0.03,0.43,1.12,582
870,30,8,0,0,30,60,24,0.27,0.71,0.01,0.008,0.04,0,30,855,30,550,0.02,0.42,0.96,524
870,30,8,0,0,30,60,24,0.31,0.78,0.012,0.01,0.13,0,30,855,30,550,0.07,0.4,1.1,583
