     Index       y_measurement           y_fitting        descriptor_1        descriptor_2
        74    0.3720000000E+03    0.3666985929E+03    0.6567000000E+02    0.2727272727E+01
        75    0.4150000000E+03    0.4111358343E+03    0.7524000000E+02    0.1034482759E+02
        76    0.3960000000E+03    0.3933053091E+03    0.7507500000E+02    0.4705882353E+01
        77    0.3880000000E+03    0.4041970279E+03    0.6814500000E+02    0.1309090909E+02
        78    0.4150000000E+03    0.4104453074E+03    0.7639500000E+02    0.9310344828E+01
        79    0.3980000000E+03    0.3881526817E+03    0.7243500000E+02    0.4897959184E+01
        80    0.3820000000E+03    0.3932800610E+03    0.6534000000E+02    0.1153846154E+02
        81    0.5230000000E+03    0.5251886981E+03    0.1303400000E+03    0.8437500000E+01
        82    0.5340000000E+03    0.5253787797E+03    0.1269100000E+03    0.1090909091E+02
        83    0.4890000000E+03    0.4973896861E+03    0.1234800000E+03    0.4285714286E+01
        84    0.5000000000E+03    0.5388718002E+03    0.1325450000E+03    0.1130434783E+02
        85    0.4950000000E+03    0.4997595234E+03    0.1291150000E+03    0.1090909091E+01
        86    0.5220000000E+03    0.5420450923E+03    0.1352400000E+03    0.1043478261E+02
        87    0.5310000000E+03    0.5221649220E+03    0.1251950000E+03    0.1107692308E+02
        88    0.5330000000E+03    0.5342604885E+03    0.1337700000E+03    0.8955223881E+01
        89    0.4920000000E+03    0.5373479259E+03    0.1349950000E+03    0.9090909091E+01
        90    0.5050000000E+03    0.5114279062E+03    0.1222550000E+03    0.9677419355E+01
        91    0.5410000000E+03    0.5232927061E+03    0.1281350000E+03    0.9375000000E+01
        92    0.4680000000E+03    0.4672758218E+03    0.1037400000E+03    0.8437500000E+01
        93    0.4590000000E+03    0.4689899264E+03    0.1010100000E+03    0.1090909091E+02
        94    0.4440000000E+03    0.4425248559E+03    0.9828000000E+02    0.4285714286E+01
        95    0.4580000000E+03    0.4799791947E+03    0.1054950000E+03    0.1130434783E+02
        96    0.4450000000E+03    0.4423909411E+03    0.1027650000E+03    0.1090909091E+01
        97    0.4640000000E+03    0.4819550402E+03    0.1076400000E+03    0.1043478261E+02
        98    0.4660000000E+03    0.4665380803E+03    0.9964500000E+02    0.1107692308E+02
        99    0.4860000000E+03    0.4748235891E+03    0.1064700000E+03    0.8955223881E+01
       100    0.4610000000E+03    0.4773667325E+03    0.1074450000E+03    0.9090909091E+01
       101    0.4640000000E+03    0.4571073700E+03    0.9730500000E+02    0.9677419355E+01
       102    0.4750000000E+03    0.4663595589E+03    0.1019850000E+03    0.9375000000E+01
       103    0.4190000000E+03    0.4093629455E+03    0.7714000000E+02    0.8437500000E+01
       104    0.4180000000E+03    0.4126010732E+03    0.7511000000E+02    0.1090909091E+02
       105    0.4020000000E+03    0.3876600257E+03    0.7308000000E+02    0.4285714286E+01
       106    0.3980000000E+03    0.4210865893E+03    0.7844500000E+02    0.1130434783E+02
       107    0.4110000000E+03    0.3850223587E+03    0.7641500000E+02    0.1090909091E+01
       108    0.4280000000E+03    0.4218649881E+03    0.8004000000E+02    0.1043478261E+02
       109    0.4150000000E+03    0.4109112385E+03    0.7409500000E+02    0.1107692308E+02
       110    0.4250000000E+03    0.4153866897E+03    0.7917000000E+02    0.8955223881E+01
       111    0.4120000000E+03    0.4173855392E+03    0.7989500000E+02    0.9090909091E+01
       112    0.4100000000E+03    0.4027868337E+03    0.7235500000E+02    0.9677419355E+01
       113    0.4150000000E+03    0.4094264117E+03    0.7583500000E+02    0.9375000000E+01
       114    0.5820000000E+03    0.5938800306E+03    0.1122000000E+03    0.4335483871E+02
       115    0.5240000000E+03    0.5900714861E+03    0.1127500000E+03    0.4173913043E+02
       116    0.5830000000E+03    0.5839044837E+03    0.1067000000E+03    0.4400000000E+02
       117    0.5690000000E+03    0.5903019926E+03    0.1111000000E+03    0.4297297297E+02
       118    0.5360000000E+03    0.5751688768E+03    0.1042250000E+03    0.4291970803E+02
       119    0.5770000000E+03    0.5925475575E+03    0.1116500000E+03    0.4331125828E+02
       120    0.5650000000E+03    0.5892394549E+03    0.1127500000E+03    0.4147058824E+02
       121    0.5620000000E+03    0.5829730542E+03    0.1064250000E+03    0.4389261745E+02
       122    0.5220000000E+03    0.5494656442E+03    0.9180000000E+02    0.4335483871E+02
       123    0.5040000000E+03    0.5454393822E+03    0.9225000000E+02    0.4173913043E+02
       124    0.5160000000E+03    0.5416672732E+03    0.8730000000E+02    0.4400000000E+02
       125    0.5170000000E+03    0.5463230414E+03    0.9090000000E+02    0.4297297297E+02
       126    0.5110000000E+03    0.5339113954E+03    0.8527500000E+02    0.4291970803E+02
       127    0.5180000000E+03    0.5483508887E+03    0.9135000000E+02    0.4331125828E+02
       128    0.5240000000E+03    0.5446073509E+03    0.9225000000E+02    0.4147058824E+02
       129    0.5030000000E+03    0.5408447025E+03    0.8707500000E+02    0.4389261745E+02
       130    0.4830000000E+03    0.5050512579E+03    0.7140000000E+02    0.4335483871E+02
       131    0.4570000000E+03    0.5008072783E+03    0.7175000000E+02    0.4173913043E+02
       132    0.4820000000E+03    0.4994300626E+03    0.6790000000E+02    0.4400000000E+02
       133    0.4700000000E+03    0.5023440902E+03    0.7070000000E+02    0.4297297297E+02
       134    0.4590000000E+03    0.4926539139E+03    0.6632500000E+02    0.4291970803E+02
       135    0.4900000000E+03    0.5041542200E+03    0.7105000000E+02    0.4331125828E+02
       136    0.4850000000E+03    0.4999752470E+03    0.7175000000E+02    0.4147058824E+02
       137    0.4830000000E+03    0.4987163507E+03    0.6772500000E+02    0.4389261745E+02
       138    0.5870000000E+03    0.5793965279E+03    0.9432500000E+02    0.5124087591E+02
       139    0.5710000000E+03    0.5724085045E+03    0.9102500000E+02    0.5130434783E+02
       140    0.5780000000E+03    0.5841180354E+03    0.9570000000E+02    0.5179856115E+02
       141    0.5260000000E+03    0.5807906443E+03    0.9515000000E+02    0.5111111111E+02
       142    0.5350000000E+03    0.5699536621E+03    0.8827500000E+02    0.5244444444E+02
       143    0.5720000000E+03    0.5777813110E+03    0.9460000000E+02    0.5052631579E+02
       144    0.5620000000E+03    0.5887770222E+03    0.9845000000E+02    0.5136986301E+02
       145    0.5630000000E+03    0.5765547841E+03    0.9075000000E+02    0.5283582090E+02
       146    0.5830000000E+03    0.5750198877E+03    0.9075000000E+02    0.5234042553E+02
       147    0.5850000000E+03    0.5686459463E+03    0.8662500000E+02    0.5318181818E+02
       148    0.5920000000E+03    0.5689957645E+03    0.8910000000E+02    0.5155555556E+02
       149    0.5730000000E+03    0.5842333198E+03    0.9707500000E+02    0.5086956522E+02
       150    0.5360000000E+03    0.5915016129E+03    0.1003750000E+03    0.5089655172E+02
       151    0.5570000000E+03    0.5692899120E+03    0.8827500000E+02    0.5223021583E+02
       152    0.5520000000E+03    0.5420579629E+03    0.7717500000E+02    0.5124087591E+02
       153    0.5190000000E+03    0.5363762450E+03    0.7447500000E+02    0.5130434783E+02
       154    0.5240000000E+03    0.5462351764E+03    0.7830000000E+02    0.5179856115E+02
       155    0.5080000000E+03    0.5431255029E+03    0.7785000000E+02    0.5111111111E+02
       156    0.4900000000E+03    0.5350099905E+03    0.7222500000E+02    0.5244444444E+02
       157    0.5500000000E+03    0.5403338872E+03    0.7740000000E+02    0.5052631579E+02
       158    0.5150000000E+03    0.5498055753E+03    0.8055000000E+02    0.5136986301E+02
       159    0.5300000000E+03    0.5406313834E+03    0.7425000000E+02    0.5283582090E+02
       160    0.5460000000E+03    0.5390964870E+03    0.7425000000E+02    0.5234042553E+02
       161    0.5350000000E+03    0.5343554274E+03    0.7087500000E+02    0.5318181818E+02
       162    0.5500000000E+03    0.5337255165E+03    0.7290000000E+02    0.5155555556E+02
       163    0.5420000000E+03    0.5458061669E+03    0.7942500000E+02    0.5086956522E+02
       164    0.5920000000E+03    0.5517681545E+03    0.8212500000E+02    0.5089655172E+02
       165    0.5240000000E+03    0.5343462404E+03    0.7222500000E+02    0.5223021583E+02
       166    0.4970000000E+03    0.5047193979E+03    0.6002500000E+02    0.5124087591E+02
       167    0.4910000000E+03    0.5003439854E+03    0.5792500000E+02    0.5130434783E+02
       168    0.4630000000E+03    0.5083523175E+03    0.6090000000E+02    0.5179856115E+02
       169    0.4640000000E+03    0.5054603616E+03    0.6055000000E+02    0.5111111111E+02
       170    0.4590000000E+03    0.5000663189E+03    0.5617500000E+02    0.5244444444E+02
       171    0.4890000000E+03    0.5028864634E+03    0.6020000000E+02    0.5052631579E+02
       172    0.4770000000E+03    0.5108341285E+03    0.6265000000E+02    0.5136986301E+02
       173    0.4690000000E+03    0.5047079827E+03    0.5775000000E+02    0.5283582090E+02
       174    0.4960000000E+03    0.5031730863E+03    0.5775000000E+02    0.5234042553E+02
       175    0.4670000000E+03    0.5000649086E+03    0.5512500000E+02    0.5318181818E+02
       176    0.5110000000E+03    0.4984552686E+03    0.5670000000E+02    0.5155555556E+02
       177    0.4900000000E+03    0.5073790140E+03    0.6177500000E+02    0.5086956522E+02
       178    0.5230000000E+03    0.5120346961E+03    0.6387500000E+02    0.5089655172E+02
       179    0.4760000000E+03    0.4994025688E+03    0.5617500000E+02    0.5223021583E+02
       180    0.6100000000E+03    0.6117104071E+03    0.1089000000E+03    0.5142857143E+02
       181    0.5810000000E+03    0.5930046603E+03    0.1020250000E+03    0.5022222222E+02
       182    0.6250000000E+03    0.6212223989E+03    0.1130250000E+03    0.5160000000E+02
       183    0.5620000000E+03    0.5989021002E+03    0.1050500000E+03    0.5000000000E+02
       184    0.6350000000E+03    0.6077688345E+03    0.1086250000E+03    0.5034965035E+02
       185    0.5660000000E+03    0.6056698603E+03    0.1091750000E+03    0.4928571429E+02
       186    0.6380000000E+03    0.5968094997E+03    0.1014750000E+03    0.5183673469E+02
       187    0.6060000000E+03    0.5874989003E+03    0.9680000000E+02    0.5211678832E+02
       188    0.5820000000E+03    0.6106343647E+03    0.1113750000E+03    0.4934210526E+02
       189    0.6340000000E+03    0.6118238807E+03    0.1113750000E+03    0.4972602740E+02
       190    0.5850000000E+03    0.5959689784E+03    0.1034000000E+03    0.5021276596E+02
       191    0.6030000000E+03    0.6060641612E+03    0.1069750000E+03    0.5095890411E+02
       192    0.6250000000E+03    0.6027670135E+03    0.1072500000E+03    0.4970149254E+02
       193    0.6310000000E+03    0.6022082659E+03    0.1061500000E+03    0.5029411765E+02
       194    0.6250000000E+03    0.6257371122E+03    0.1163250000E+03    0.5073825503E+02
       195    0.5510000000E+03    0.5686023263E+03    0.8910000000E+02    0.5142857143E+02
       196    0.5390000000E+03    0.5526180492E+03    0.8347500000E+02    0.5022222222E+02
       197    0.5640000000E+03    0.5764814362E+03    0.9247500000E+02    0.5160000000E+02
       198    0.5500000000E+03    0.5573180424E+03    0.8595000000E+02    0.5000000000E+02
       199    0.5900000000E+03    0.5647696124E+03    0.8887500000E+02    0.5034965035E+02
       200    0.5270000000E+03    0.5624529206E+03    0.8932500000E+02    0.4928571429E+02
       201    0.5570000000E+03    0.5566406062E+03    0.8302500000E+02    0.5183673469E+02
       202    0.5510000000E+03    0.5491806062E+03    0.7920000000E+02    0.5211678832E+02
       203    0.5830000000E+03    0.5665465547E+03    0.9112500000E+02    0.4934210526E+02
       204    0.5700000000E+03    0.5677360707E+03    0.9112500000E+02    0.4972602740E+02
       205    0.5430000000E+03    0.5550380734E+03    0.8460000000E+02    0.5021276596E+02
       206    0.5430000000E+03    0.5637180919E+03    0.8752500000E+02    0.5095890411E+02
       207    0.5630000000E+03    0.5603120854E+03    0.8775000000E+02    0.4970149254E+02
       208    0.5770000000E+03    0.5601887730E+03    0.8685000000E+02    0.5029411765E+02
       209    0.5780000000E+03    0.5796898440E+03    0.9517500000E+02    0.5073825503E+02
       210    0.4900000000E+03    0.5254942454E+03    0.6930000000E+02    0.5142857143E+02
       211    0.4960000000E+03    0.5122314380E+03    0.6492500000E+02    0.5022222222E+02
       212    0.5110000000E+03    0.5317404735E+03    0.7192500000E+02    0.5160000000E+02
       213    0.4940000000E+03    0.5157339846E+03    0.6685000000E+02    0.5000000000E+02
       214    0.5170000000E+03    0.5217703903E+03    0.6912500000E+02    0.5034965035E+02
       215    0.4800000000E+03    0.5192359810E+03    0.6947500000E+02    0.4928571429E+02
       216    0.5020000000E+03    0.5164717126E+03    0.6457500000E+02    0.5183673469E+02
       217    0.5040000000E+03    0.5108623121E+03    0.6160000000E+02    0.5211678832E+02
       218    0.5050000000E+03    0.5224587447E+03    0.7087500000E+02    0.4934210526E+02
       219    0.5020000000E+03    0.5236482607E+03    0.7087500000E+02    0.4972602740E+02
       220    0.4960000000E+03    0.5141071683E+03    0.6580000000E+02    0.5021276596E+02
       221    0.5010000000E+03    0.5213720225E+03    0.6807500000E+02    0.5095890411E+02
       222    0.5170000000E+03    0.5178571572E+03    0.6825000000E+02    0.4970149254E+02
       223    0.5230000000E+03    0.5181692800E+03    0.6755000000E+02    0.5029411765E+02
       224    0.5160000000E+03    0.5336425758E+03    0.7402500000E+02    0.5073825503E+02
       225    0.4860000000E+03    0.4769513112E+03    0.9884500000E+02    0.1500000000E+02
       226    0.4270000000E+03    0.4749778256E+03    0.9752000000E+02    0.1529411765E+02
       227    0.5100000000E+03    0.4818439423E+03    0.1014950000E+03    0.1471698113E+02
       228    0.4510000000E+03    0.4738524634E+03    0.1030850000E+03    0.1102040816E+02
       229    0.4250000000E+03    0.5052019054E+03    0.1033500000E+03    0.2095238095E+02
       230    0.4320000000E+03    0.4888102024E+03    0.9619500000E+02    0.2068965517E+02
       231    0.4820000000E+03    0.4492156728E+03    0.1014950000E+03    0.4186046512E+01
       232    0.4350000000E+03    0.4363469825E+03    0.8019500000E+02    0.1500000000E+02
       233    0.4060000000E+03    0.4349177909E+03    0.7912000000E+02    0.1529411765E+02
       234    0.4700000000E+03    0.4401510257E+03    0.8234500000E+02    0.1471698113E+02
       235    0.4380000000E+03    0.4315063940E+03    0.8363500000E+02    0.1102040816E+02
       236    0.4040000000E+03    0.4627469772E+03    0.8385000000E+02    0.2095238095E+02
       237    0.4060000000E+03    0.4492944616E+03    0.7804500000E+02    0.2068965517E+02
       238    0.4430000000E+03    0.4075227562E+03    0.8234500000E+02    0.4186046512E+01
       239    0.3970000000E+03    0.3957426538E+03    0.6154500000E+02    0.1500000000E+02
       240    0.3850000000E+03    0.3948577561E+03    0.6072000000E+02    0.1529411765E+02
       241    0.4250000000E+03    0.3984581091E+03    0.6319500000E+02    0.1471698113E+02
       242    0.3960000000E+03    0.3891603247E+03    0.6418500000E+02    0.1102040816E+02
       243    0.3800000000E+03    0.4202920491E+03    0.6435000000E+02    0.2095238095E+02
       244    0.3630000000E+03    0.4097787208E+03    0.5989500000E+02    0.2068965517E+02
       245    0.3980000000E+03    0.3658298396E+03    0.6319500000E+02    0.4186046512E+01
       246    0.5050000000E+03    0.5007445668E+03    0.1086500000E+03    0.1578947368E+02
       247    0.5360000000E+03    0.5236035949E+03    0.1094450000E+03    0.2260869565E+02
       248    0.4840000000E+03    0.4908268367E+03    0.1075900000E+03    0.1333333333E+02
       249    0.4950000000E+03    0.5030801038E+03    0.1075900000E+03    0.1728813559E+02
       250    0.5510000000E+03    0.4839034177E+03    0.1044100000E+03    0.1333333333E+02
       251    0.4770000000E+03    0.5040860003E+03    0.1171300000E+03    0.1090909091E+02
       252    0.5300000000E+03    0.5140976595E+03    0.1033500000E+03    0.2382352941E+02
       253    0.5160000000E+03    0.4473763803E+03    0.9884500000E+02    0.5454545455E+01
       254    0.4450000000E+03    0.4764050621E+03    0.1060000000E+03    0.9795918367E+01
       255    0.5510000000E+03    0.5397242843E+03    0.1181900000E+03    0.2166666667E+02
       256    0.5100000000E+03    0.5134084629E+03    0.1107700000E+03    0.1838709677E+02
       257    0.4430000000E+03    0.4884999054E+03    0.1049400000E+03    0.1444444444E+02
       258    0.4490000000E+03    0.4561124629E+03    0.8815000000E+02    0.1578947368E+02
       259    0.5020000000E+03    0.4786449146E+03    0.8879500000E+02    0.2260869565E+02
       260    0.4510000000E+03    0.4466301680E+03    0.8729000000E+02    0.1333333333E+02
       261    0.4590000000E+03    0.4588834350E+03    0.8729000000E+02    0.1728813559E+02
       262    0.4970000000E+03    0.4410130544E+03    0.8471000000E+02    0.1333333333E+02
       263    0.4510000000E+03    0.4559704151E+03    0.9503000000E+02    0.1090909091E+02
       264    0.4970000000E+03    0.4716427314E+03    0.8385000000E+02    0.2382352941E+02
       265    0.4610000000E+03    0.4067720516E+03    0.8019500000E+02    0.5454545455E+01
       266    0.3990000000E+03    0.4328615461E+03    0.8600000000E+02    0.9795918367E+01
       267    0.5020000000E+03    0.4911732640E+03    0.9589000000E+02    0.2166666667E+02
       268    0.4900000000E+03    0.4679054887E+03    0.8987000000E+02    0.1838709677E+02
       269    0.4240000000E+03    0.4453918245E+03    0.8514000000E+02    0.1444444444E+02
       270    0.4110000000E+03    0.4114803590E+03    0.6765000000E+02    0.1578947368E+02
       271    0.4480000000E+03    0.4336862343E+03    0.6814500000E+02    0.2260869565E+02
       272    0.4040000000E+03    0.4024334992E+03    0.6699000000E+02    0.1333333333E+02
       273    0.4110000000E+03    0.4146867662E+03    0.6699000000E+02    0.1728813559E+02
       274    0.4380000000E+03    0.3981226911E+03    0.6501000000E+02    0.1333333333E+02
       275    0.4100000000E+03    0.4078548299E+03    0.7293000000E+02    0.1090909091E+02
       276    0.4500000000E+03    0.4291878033E+03    0.6435000000E+02    0.2382352941E+02
       277    0.4100000000E+03    0.3661677229E+03    0.6154500000E+02    0.5454545455E+01
       278    0.3830000000E+03    0.3893180301E+03    0.6600000000E+02    0.9795918367E+01
       279    0.4600000000E+03    0.4426222436E+03    0.7359000000E+02    0.2166666667E+02
       280    0.4420000000E+03    0.4224025144E+03    0.6897000000E+02    0.1838709677E+02
       281    0.3990000000E+03    0.4022837437E+03    0.6534000000E+02    0.1444444444E+02
       282    0.5630000000E+03    0.5289996043E+03    0.8268000000E+02    0.4315789474E+02
       283    0.5300000000E+03    0.5228497820E+03    0.8241500000E+02    0.4135922330E+02
       284    0.5700000000E+03    0.5198162908E+03    0.8003000000E+02    0.4205607477E+02
       285    0.5780000000E+03    0.5396723670E+03    0.8771500000E+02    0.4306451613E+02
       286    0.5370000000E+03    0.5142979223E+03    0.7791000000E+02    0.4176470588E+02
       287    0.5690000000E+03    0.5330294100E+03    0.8506500000E+02    0.4278260870E+02
       288    0.5760000000E+03    0.5064949046E+03    0.6916500000E+02    0.4539130435E+02
       289    0.5490000000E+03    0.5380027854E+03    0.8745000000E+02    0.4271186441E+02
       290    0.5220000000E+03    0.5136302650E+03    0.7473000000E+02    0.4378378378E+02
       291    0.5700000000E+03    0.5237211613E+03    0.8135500000E+02    0.4238532110E+02
       292    0.5100000000E+03    0.4950356618E+03    0.6708000000E+02    0.4315789474E+02
       293    0.5100000000E+03    0.4889946983E+03    0.6686500000E+02    0.4135922330E+02
       294    0.5170000000E+03    0.4869409362E+03    0.6493000000E+02    0.4205607477E+02
       295    0.5400000000E+03    0.5036401075E+03    0.7116500000E+02    0.4306451613E+02
       296    0.5180000000E+03    0.4822934380E+03    0.6321000000E+02    0.4176470588E+02
       297    0.5230000000E+03    0.4980857384E+03    0.6901500000E+02    0.4278260870E+02
       298    0.5370000000E+03    0.4780827604E+03    0.5611500000E+02    0.4539130435E+02
       299    0.5360000000E+03    0.5020793847E+03    0.7095000000E+02    0.4271186441E+02
       300    0.5030000000E+03    0.4829320862E+03    0.6063000000E+02    0.4378378378E+02
       301    0.5400000000E+03    0.4903015127E+03    0.6600500000E+02    0.4238532110E+02
       302    0.4900000000E+03    0.4610717193E+03    0.5148000000E+02    0.4315789474E+02
       303    0.4770000000E+03    0.4551396146E+03    0.5131500000E+02    0.4135922330E+02
       304    0.4830000000E+03    0.4540655816E+03    0.4983000000E+02    0.4205607477E+02
       305    0.5030000000E+03    0.4676078480E+03    0.5461500000E+02    0.4306451613E+02
       306    0.4710000000E+03    0.4502889537E+03    0.4851000000E+02    0.4176470588E+02
       307    0.4760000000E+03    0.4631420668E+03    0.5296500000E+02    0.4278260870E+02
       308    0.5020000000E+03    0.4496706162E+03    0.4306500000E+02    0.4539130435E+02
       309    0.4960000000E+03    0.4661559840E+03    0.5445000000E+02    0.4271186441E+02
       310    0.4710000000E+03    0.4522339074E+03    0.4653000000E+02    0.4378378378E+02
       311    0.4970000000E+03    0.4568818642E+03    0.5065500000E+02    0.4238532110E+02
       312    0.5910000000E+03    0.5604246542E+03    0.8930000000E+02    0.4864864865E+02
       313    0.5900000000E+03    0.5655403280E+03    0.9141500000E+02    0.4881355932E+02
       314    0.6060000000E+03    0.5727010325E+03    0.8883000000E+02    0.5294117647E+02
       315    0.5840000000E+03    0.5565634761E+03    0.8906500000E+02    0.4756756757E+02
       316    0.6040000000E+03    0.5627317277E+03    0.8554000000E+02    0.5203539823E+02
       317    0.5910000000E+03    0.5675856102E+03    0.9141500000E+02    0.4947368421E+02
       318    0.5880000000E+03    0.5775902998E+03    0.9588000000E+02    0.4956521739E+02
       319    0.5880000000E+03    0.5502287481E+03    0.8554000000E+02    0.4800000000E+02
       320    0.5500000000E+03    0.5735788183E+03    0.9329500000E+02    0.5008695652E+02
       321    0.6090000000E+03    0.5684548999E+03    0.8812500000E+02    0.5206611570E+02
       322    0.6040000000E+03    0.5579186730E+03    0.8648000000E+02    0.4982142857E+02
       323    0.6190000000E+03    0.5817319873E+03    0.9494000000E+02    0.5156250000E+02
